"";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct";"Agent";"Rounds played";"Average Combat Score";"KAST pct";"Average damage per round";"HS pct";"Kills";"Deaths";"Assists";"First Kills";"First Deaths";"Clutches Won";"Clutch Situations";"Assists per Kill";"First Kills per Kill";"Clutch Situations per Round";"Clutch Success pct"
"oohhiriri";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";159;148,4;0,64;102,5;0,17;90;129;39;7;16;"3";"23";"0.0777777777777778";"0.433333333333333";"0.144654088050314";"0.130434782608696";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";59;177,3;0,78;116,1;0,11;37;39;26;1;6;"0";"5";"0.027027027027027";"0.702702702702703";"0.0847457627118644";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";67;173;0,63;113,3;0,19;41;54;23;4;9;"0";"11";"0.0975609756097561";"0.560975609756098";"0.164179104477612";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";70;159;0,67;106,5;0,14;39;51;18;4;3;"3";"11";"0.102564102564103";"0.461538461538462";"0.157142857142857";"0.272727272727273";"Viper";57;153,7;0,68;107,1;0,15;27;44;20;4;9;"0";"6";"0.148148148148148";"0.740740740740741";"0.105263157894737";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"OrnanHae";"Astra";99;232,2;0,69;159;0,3;76;79;29;24;15;"4";"11";"0.315789473684211";"0.381578947368421";"0.111111111111111";"0.363636363636364";"Breach";148;212,8;0,66;152,1;0,22;103;117;46;20;24;"0";"14";"0.194174757281553";"0.446601941747573";"0.0945945945945946";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";276;209,1;0,62;142,5;0,26;194;232;58;63;61;"4";"22";"0.324742268041237";"0.298969072164948";"0.0797101449275362";"0.181818181818182";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";32;95;0,53;61,7;0,17;11;27;6;2;6;"0";"0";"0.181818181818182";"0.545454545454545";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";79;218;0,65;141,6;0,17;53;64;16;12;19;"0";"8";"0.226415094339623";"0.30188679245283";"0.10126582278481";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";48;165,5;0,63;107,9;0,19;28;39;11;4;4;"4";"5";"0.142857142857143";"0.392857142857143";"0.104166666666667";"0.8";"Skye";114;198,2;0,61;132,4;0,27;69;99;29;19;23;"1";"10";"0.27536231884058";"0.420289855072464";"0.087719298245614";"0.1";"Sova";22;117;0,45;76,3;0,22;10;17;3;2;4;"0";"2";"0.2";"0.3";"0.0909090909090909";"0";"Viper";46;102,5;0,52;68,2;0,31;17;34;9;3;5;"0";"3";"0.176470588235294";"0.529411764705882";"0.0652173913043478";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Padge";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";41;287;0,71;187,3;0,35;41;33;4;8;5;"1";"7";"0.195121951219512";"0.0975609756097561";"0.170731707317073";"0.142857142857143";"Cypher";72;272,7;0,79;"174.8";0,27;69;54;20;9;10;"1";"9";"0.130434782608696";"0.289855072463768";"0.125";"0.111111111111111";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";2877;263,8;0,75;167,8;0,3;2715;1991;495;540;360;"54";"245";"0.198895027624309";"0.18232044198895";"0.0851581508515815";"0.220408163265306";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";77;258,3;0,69;154,9;0,28;71;52;14;13;11;"0";"1";"0.183098591549296";"0.197183098591549";"0.012987012987013";"0";"Raze";60;280,7;0,72;187,8;0,25;57;37;15;10;9;"1";"5";"0.175438596491228";"0.263157894736842";"0.0833333333333333";"0.2";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";134;239;0,77;132,5;0,3;118;87;31;9;9;"2";"12";"0.076271186440678";"0.26271186440678";"0.0895522388059701";"0.166666666666667";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Panamera";"Astra";273;185,7;0,66;125;0,17;174;222;88;23;41;"2";"38";"0.132183908045977";"0.505747126436782";"0.139194139194139";"0.0526315789473684";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";133;189,8;0,68;124,9;0,15;88;93;37;10;12;"3";"23";"0.113636363636364";"0.420454545454545";"0.172932330827068";"0.130434782608696";"Chamber";250;201,1;0,68;139,4;0,17;180;191;52;24;29;"2";"35";"0.133333333333333";"0.288888888888889";"0.14";"0.0571428571428571";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";167;163,1;0,68;109,1;0,13;99;129;56;12;20;"2";"15";"0.121212121212121";"0.565656565656566";"0.0898203592814371";"0.133333333333333";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";153;178,4;0,69;113,6;0,2;101;107;43;16;12;"3";"18";"0.158415841584158";"0.425742574257426";"0.117647058823529";"0.166666666666667";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";63;266;0,81;167,4;0,2;60;39;21;5;4;"0";"8";"0.0833333333333333";"0.35";"0.126984126984127";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";162;192,8;0,63;134,8;0,18;94;130;48;10;16;"1";"22";"0.106382978723404";"0.51063829787234";"0.135802469135802";"0.0454545454545455";"Viper";67;169,7;0,64;110,7;0,21;38;44;16;5;1;"3";"10";"0.131578947368421";"0.421052631578947";"0.149253731343284";"0.3";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Panza";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";44;162;0,57;"105.8";0,11;26;37;9;5;9;"0";"7";"0.192307692307692";"0.346153846153846";"0.159090909090909";"0";"Fade";20;187;0,6;124,1;0,24;13;16;4;1;1;"1";"3";"0.0769230769230769";"0.307692307692308";"0.15";"0.333333333333333";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";86;208,3;0,7;140,8;0,12;58;66;22;11;15;"1";"11";"0.189655172413793";"0.379310344827586";"0.127906976744186";"0.0909090909090909";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";41;183;0,73;110,3;0,16;25;30;13;4;4;"0";"2";"0.16";"0.52";"0.0487804878048781";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";16;357;0,94;221;0,1;18;11;9;8;1;"0";"1";"0.444444444444444";"0.5";"0.0625";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";35;186,5;0,54;135,4;0,29;22;28;7;4;7;"0";"4";"0.181818181818182";"0.318181818181818";"0.114285714285714";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Paradise";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";15;78;0,4;57,1;0,14;3;15;4;1;0;"0";"4";"0.333333333333333";"1.33333333333333";"0.266666666666667";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";130;194,2;0,72;121,3;0,18;88;90;63;8;6;"4";"26";"0.0909090909090909";"0.715909090909091";"0.2";"0.153846153846154";"Jett";122;170,7;0,59;110,2;0,17;76;98;15;10;21;"1";"10";"0.131578947368421";"0.197368421052632";"0.0819672131147541";"0.1";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";23;77;0,52;63,4;0,11;6;16;3;1;2;"1";"2";"0.166666666666667";"0.5";"0.0869565217391304";"0.5";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";18;190;0,5;130,3;0,15;11;16;5;0;1;"0";"0";"0";"0.454545454545455";"0";"0";"Skye";56;193;0,66;131,1;0,15;35;40;19;3;3;"0";"4";"0.0857142857142857";"0.542857142857143";"0.0714285714285714";"0";"Sova";124;190,2;0,67;131,3;0,23;83;91;32;13;8;"2";"18";"0.156626506024096";"0.385542168674699";"0.145161290322581";"0.111111111111111";"Viper";22;303;0,77;177,5;0,15;24;13;9;3;3;"0";"1";"0.125";"0.375";"0.0454545454545455";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Paulinxa";"Astra";47;182,5;0,77;121,4;0,2;33;27;13;3;2;"4";"9";"0.0909090909090909";"0.393939393939394";"0.191489361702128";"0.444444444444444";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";16;109;0,56;68,1;0,25;5;14;6;1;2;"0";"3";"0.2";"1.2";"0.1875";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";31;183,5;0,81;114,9;0,21;20;22;14;1;2;"0";"4";"0.05";"0.7";"0.129032258064516";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";58;197;0,69;135,1;0,28;40;46;16;6;3;"2";"9";"0.15";"0.4";"0.155172413793103";"0.222222222222222";"Killjoy";92;235,3;0,76;157;0,17;80;63;21;10;0;"5";"19";"0.125";"0.2625";"0.206521739130435";"0.263157894736842";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";31;213;0,68;154;0,22;22;20;11;3;7;"0";"4";"0.136363636363636";"0.5";"0.129032258064516";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Skye";58;198,5;0,67;130,5;0,26;37;41;23;6;5;"2";"8";"0.162162162162162";"0.621621621621622";"0.137931034482759";"0.25";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"PilotCeeBee";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";80;138,3;0,71;101,2;0,1;38;63;28;4;9;"0";"5";"0.105263157894737";"0.736842105263158";"0.0625";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Kay/O";98;177,4;0,71;107,8;0,13;57;74;52;8;6;"0";"4";"0.140350877192982";"0.912280701754386";"0.0408163265306122";"0";"Killjoy";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";57;176,7;0,61;110,9;0,14;37;44;10;2;12;"2";"5";"0.0540540540540541";"0.27027027027027";"0.087719298245614";"0.4";"Skye";109;194,8;0,74;124,9;0,17;72;89;30;12;16;"2";"12";"0.166666666666667";"0.416666666666667";"0.110091743119266";"0.166666666666667";"Sova";406;170,5;0,68;113,3;0,15;239;293;117;22;33;"5";"58";"0.0920502092050209";"0.489539748953975";"0.142857142857143";"0.0862068965517241";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Pingv1nka";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";108;204,8;0,62;131,8;0,15;72;86;25;16;15;"2";"12";"0.222222222222222";"0.347222222222222";"0.111111111111111";"0.166666666666667";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";107;212;0,64;154,6;0,17;73;92;25;5;14;"3";"24";"0.0684931506849315";"0.342465753424658";"0.224299065420561";"0.125";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";393;222,5;0,67;149,5;0,12;295;300;75;37;50;"7";"44";"0.125423728813559";"0.254237288135593";"0.111959287531807";"0.159090909090909";"Reyna";48;201;0,6;128,7;0,16;29;36;12;3;8;"1";"5";"0.103448275862069";"0.413793103448276";"0.104166666666667";"0.2";"Sage";23;138;0,87;90,6;0,14;12;18;8;0;2;"0";"1";"0";"0.666666666666667";"0.0434782608695652";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"Puffy";"Astra";302;178,9;0,66;113,7;0,23;187;213;88;21;26;"9";"40";"0.112299465240642";"0.470588235294118";"0.132450331125828";"0.225";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";22;249;0,68;150,4;0,37;20;12;1;5;4;"0";"3";"0.25";"0.05";"0.136363636363636";"0";"Cypher";23;153;0;"90.3";0,22;14;17;7;0;3;"0";"2";"0";"0.5";"0.0869565217391304";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";689;217,6;0,67;139,7;0,23;521;523;119;140;111;"7";"56";"0.268714011516315";"0.228406909788868";"0.081277213352685";"0.125";"Kay/O";20;104;0,5;69,3;0,25;6;16;9;1;3;"0";"1";"0.166666666666667";"1.5";"0.05";"0";"Killjoy";22;192;0,59;136;0,26;14;17;2;2;2;"1";"4";"0.142857142857143";"0.142857142857143";"0.181818181818182";"0.25";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";175;231,1;0,67;158,3;0,18;129;139;31;39;28;"1";"16";"0.302325581395349";"0.24031007751938";"0.0914285714285714";"0.0625";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";202;182,2;0,7;128,4;0,23;134;154;52;23;25;"0";"17";"0.171641791044776";"0.388059701492537";"0.0841584158415842";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";59;116;0,59;79,4;0,16;22;47;17;4;5;"0";"5";"0.181818181818182";"0.772727272727273";"0.0847457627118644";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
"QuChanel";"Astra";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Breach";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Brimstone";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Chamber";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Cypher";0;0;0;"0";0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Fade";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Jett";23;176;0,78;120,8;0,11;12;21;7;0;2;"0";"2";"0";"0.583333333333333";"0.0869565217391304";"0";"Kay/O";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Killjoy";15;124;0,4;87,3;0,22;5;13;1;0;0;"0";"3";"0";"0.2";"0.2";"0";"Neon";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Omen";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Phoenix";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Raze";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Reyna";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sage";109;120;0,65;87,4;0,12;49;89;32;3;15;"0";"7";"0.0612244897959184";"0.653061224489796";"0.0642201834862385";"0";"Skye";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Sova";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Viper";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0";"Yoru";0;0;0;0;0;0;0;0;0;0;"0";"0";"0";"0";"0";"0"
