"";"Match Id";"Match day of the week";"Match day of the month";"Match month";"Match year";"Match Name";"Match Stage";"Match Type";"Match Time";"Match Score Type";"Match Note";"Team1";"Score";"Elo Number";"Team2";"Score.1";"Elo Number.1";"Betting line"
"5223";21431;"Saturday";12;"6";2022;"Protocolo: Gêneses 2021";"Main Event";"Upper Quarterfinals";"1:30 AM IST";"final";"Bo3";"B4 Angels";"2";1519;"Cruzeiro Esports";"0";1519;NA
"5224";21432;"Saturday";12;"6";2022;"Protocolo: Gêneses 2021";"Main Event";"Upper Quarterfinals";"4:00 AM IST";"final";"Bo3";"Liberty Female";"2";1500;"Griffos Starfire";"0";1500;"$100 on  Liberty Female returned $145 at 1.45 pre-match odds "
"5225";21433;"Monday";14;"6";2022;"Protocolo: Gêneses 2021";"Main Event";"Upper Semifinals";"1:30 AM IST";"final";"Bo3";"Gamelanders Purple";"2";1519;"Keyd Stars Athenas";"1";1519;"$100 on  Gamelanders Purple returned $147 at 1.47 pre-match odds "
"5226";21434;"Monday";14;"6";2022;"Protocolo: Gêneses 2021";"Main Event";"Upper Semifinals";"5:00 AM IST";"final";"Bo3";"B4 Angels";"2";1519;"Liberty Female";"0";1519;NA
"5227";21435;"Friday";18;"6";2022;"Protocolo: Gêneses 2021";"Main Event";"Upper Final";"1:30 AM IST";"final";"Bo5";"Gamelanders Purple";"3";1534;"B4 Angels";"0";1534;"$100 on  Gamelanders Purple returned $155 at 1.55 pre-match odds "
"5228";21436;"Sunday";13;"6";2022;"Protocolo: Gêneses 2021";"Main Event";"Lower Round 1";"1:30 AM IST";"final";"Bo3";"Stars Horizon Vênus";"2";1481;"Jaguares Fem";"0";1481;"$100 on  Stars Horizon Vênus returned $137 at 1.37 pre-match odds "
"5229";21437;"Sunday";13;"6";2022;"Protocolo: Gêneses 2021";"Main Event";"Lower Round 1";"4:00 AM IST";"final";"Bo3";"Cruzeiro Esports";"0";1481;"Griffos Starfire";"2";1481;NA
"5230";21438;"Saturday";19;"6";2022;"Protocolo: Gêneses 2021";"Main Event";"Lower Round 2";"1:30 AM IST";"final";"Bo3";"Keyd Stars Athenas";"1";1500;"Stars Horizon Vênus";"2";1500;"$100 on  Stars Horizon Vênus returned $379 at 3.79 pre-match odds "
"5231";21439;"Saturday";19;"6";2022;"Protocolo: Gêneses 2021";"Main Event";"Lower Round 2";"5:00 AM IST";"final";"Bo3";"Liberty Female";"2";1500;"Griffos Starfire";"0";1500;NA
"5233";21440;"Sunday";20;"6";2022;"Protocolo: Gêneses 2021";"Main Event";"Lower Round 3";"1:30 AM IST";"final";"Bo3";"Stars Horizon Vênus";"2";1515;"Liberty Female";"1";1515;NA
"5234";21441;"Sunday";20;"6";2022;"Protocolo: Gêneses 2021";"Main Event";"Lower Final";"5:25 AM IST";"final";"Bo3";"B4 Angels";"2";1519;"Stars Horizon Vênus";"0";1519;NA
"5235";21442;"Monday";21;"6";2022;"Protocolo: Gêneses 2021";"Main Event";"Grand Final";"1:30 AM IST";"final";"Bo5";"Gamelanders Purple";"3";1553;"B4 Angels";"2";1553;NA
"5247";21550;"Saturday";5;"6";2022;"Oceania Tour: Stage 02";"Finals";"Lower Bracket Finals";"2:00 PM IST";"final";"Bo3";"ORDER";"2";1805;"McBTSMac";"0";1805;"$100 on  ORDER returned $115 at 1.15 pre-match odds "
"5248";21551;"Sunday";6;"6";2022;"Oceania Tour: Stage 02";"Finals";"Grand Final";"11:00 AM IST";"final";"Bo5";"Wildcard Gaming";"3";1694;"ORDER";"0";1694;"$100 on  Wildcard Gaming returned $1429 at 14.29 pre-match odds "
"5253";21590;"Thursday";10;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Upper Quarterfinals";"3:30 PM IST";"final";"Bo3";"Godlike Esports";"1";1567;"Enigma Gaming";"2";1567;"$100 on  Enigma Gaming returned $303 at 3.03 pre-match odds "
"5254";21591;"Wednesday";9;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Upper Quarterfinals";"3:00 PM IST";"final";"Bo3";"Velocity Gaming";"2";1685;"FANGZ";"0";1685;"$100 on  Velocity Gaming returned $100 at 1.00 pre-match odds "
"5255";21592;"Wednesday";9;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Upper Quarterfinals";"6:00 PM IST";"final";"Bo3";"Team T69";"2";1522;"F1LS Esports";"1";1522;"$100 on  Team T69 returned $226 at 2.26 pre-match odds "
"5256";21593;"Monday";14;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Upper Quarterfinals";"12:30 PM IST";"final";"Bo3";"Global Esports";"2";1725;"True Rippers";"0";1725;"$100 on  Global Esports returned $113 at 1.13 pre-match odds "
"5257";21594;"Thursday";17;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Upper Semifinals";"3:00 PM IST";"final";"Bo3";"Velocity Gaming";"2";1703;"Team T69";"0";1703;"$100 on  Velocity Gaming returned $100 at 1.00 pre-match odds "
"5258";21595;"Friday";18;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Upper Semifinals";"12:45 PM IST";"final";"Bo3";"Global Esports";"2";1741;"Enigma Gaming";"1";1741;"$100 on  Global Esports returned $111 at 1.11 pre-match odds "
"5259";21596;"Saturday";19;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Upper Finals";"8:00 PM IST";"final";"Bo3";"Velocity Gaming";"1";1714;"Global Esports";"2";1714;"$100 on  Global Esports returned $106 at 1.06 pre-match odds "
"5260";21597;"Monday";7;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Lower Round 1";"3:00 PM IST";"final";"Bo3";"Team Moon";"2";NA;"Rebellious Gaming";"0";NA;"$100 on  Team Moon returned $100 at 1.00 pre-match odds "
"5261";21598;"Monday";7;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Lower Round 1";"6:00 PM IST";"final";"Bo3";"QQQ";"2";NA;"RGB Gaming";"0";NA;"$100 on  QQQ returned $100 at 1.00 pre-match odds "
"5262";21599;"Tuesday";8;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Lower Round 1";"3:00 PM IST";"final";"Bo3";"Lethal Esports Alpha";"0";NA;"Samurai Esports";"2";NA;"$100 on  Samurai Esports returned $119 at 1.19 pre-match odds "
"5265";21600;"Tuesday";8;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Lower Round 1";"6:00 PM IST";"final";"Bo3";"Reckoning Esports";"0";1463;"TempesT";"2";1463;"$100 on  TempesT returned $100 at 1.00 pre-match odds "
"5266";21602;"Monday";14;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Lower Round 2";"6:30 PM IST";"final";"Bo3";"True Rippers";"2";1520;"QQQ";"1";1520;NA
"5267";21605;"Thursday";17;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Lower Round 3";"12:00 PM IST";"final";"Bo3";"Godlike Esports";"2";1552;"True Rippers";"0";1552;NA
"5268";21606;"Wednesday";16;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Lower Round 3";"4:00 PM IST";"final";"Bo3";"Samurai Esports";"2";1541;"TempesT";"0";1541;NA
"5269";21607;"Friday";18;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Lower Round 4";"3:00 PM IST";"final";"Bo3";"Team T69";"2";1550;"Godlike Esports";"1";1550;NA
"5270";21608;"Friday";18;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Lower Round 4";"6:30 PM IST";"forfeited by Enigma Gaming";"Bo3";"Enigma Gaming";"0";NA;"Samurai Esports";"0";NA;NA
"5271";21609;"Saturday";19;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Lower Round 5";"4:30 PM IST";"final";"Bo3";"Team T69";"1";1555;"Samurai Esports";"2";1555;"$100 on  Samurai Esports returned $415 at 4.15 pre-match odds "
"5273";21611;"Tuesday";22;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Grand Final";"4:00 PM IST";"final";"Bo5";"Global Esports";"3";1769;"Velocity Gaming";"2";1769;NA
"5274";21617;"Tuesday";22;"6";2022;"Lethal Esports Invitational - Season 1";"Tournament";"Lower Final";"11:00 AM IST";"final";"Bo3";"Velocity Gaming";"2";1704;"Samurai Esports";"0";1704;"$100 on  Velocity Gaming returned $100 at 1.00 pre-match odds "
"5278";21646;"Sunday";6;"6";2022;"Circuito de Elite - Round #1";"Open Qualifier";"Lower Round 3";"9:45 PM IST";"final";"Bo1";"Istanbul Wildcats";"0";1474;"One Breath Gaming";"1";1474;NA
"5280";21651;"Sunday";6;"6";2022;"Circuito de Elite - Round #1";"Open Qualifier";"Lower Round 3";"9:30 PM IST";"final";"Bo1";"NASR Esports";"0";1579;"Team Singularity";"1";1579;NA
"5281";21654;"Sunday";6;"6";2022;"Circuito de Elite - Round #1";"Open Qualifier";"Lower Round 4";"10:55 PM IST";"final";"Bo3";"Gambit Esports";"0";1881;"One Breath Gaming";"2";1881;NA
"5282";21660;"Sunday";6;"6";2022;"LVP Rising Series #2";"European Qualifier";"Round of 32";"8:30 PM IST";"final";"Bo3";"Acend";"2";1822;"Dark Tigers";"0";1822;"$100 on  Acend returned $105 at 1.05 pre-match odds "
"5283";21662;"Sunday";6;"6";2022;"LVP Rising Series #2";"European Qualifier";"Round of 32";"8:30 PM IST";"final";"Bo3";"Wave Esports";"2";1718;"Rugrats";"1";1718;NA
"5284";21663;"Sunday";6;"6";2022;"LVP Rising Series #2";"European Qualifier";"Round of 32";"8:30 PM IST";"final";"Bo3";"TENSTAR";"2";1706;"Equality";"0";1706;NA
"5285";21667;"Sunday";6;"6";2022;"LVP Rising Series #2";"European Qualifier";"Round of 32";"8:30 PM IST";"final";"Bo3";"LDN UTD";"0";1590;"Lasagna Beam";"2";1590;NA
"5286";21674;"Sunday";6;"6";2022;"LVP Rising Series #2";"European Qualifier";"Round of 32";"8:30 PM IST";"final";"Bo3";"SAW";"2";1678;"Full Flashed";"0";1678;"$100 on  SAW returned $129 at 1.29 pre-match odds "
"5287";21677;"Sunday";6;"6";2022;"LVP Rising Series #2";"European Qualifier";"Round of 16";"11:30 PM IST";"final";"Bo3";"Wave Esports";"2";1720;"TENSTAR";"1";1720;NA
"5288";21681;"Sunday";6;"6";2022;"LVP Rising Series #2";"European Qualifier";"Round of 16";"11:30 PM IST";"final";"Bo3";"G2 Esports";"1";1567;"Finest";"2";1567;NA
"5289";21683;"Sunday";6;"6";2022;"LVP Rising Series #2";"European Qualifier";"Round of 16";"10:15 PM IST";"final";"Bo3";"SAW";"2";1685;"BIG";"0";1685;NA
"5290";21691;"Monday";7;"6";2022;"LPL Autumn Cup Legends 2021";"Group Stage";"Week 4";"2:00 PM IST";"final";"Bo3";"Villains Esports";"0";1512;"Nebula";"2";1512;"$100 on  Nebula returned $105 at 1.05 pre-match odds "
"5291";21692;"Monday";7;"6";2022;"LPL Autumn Cup Legends 2021";"Group Stage";"Week 4";"4:10 PM IST";"final";"Bo3";"McTeam";"1";1395;"Pigeons Esports";"2";1395;"$100 on  Pigeons Esports returned $198 at 1.98 pre-match odds "
"5292";21694;"Tuesday";8;"6";2022;"LPL Autumn Cup Legends 2021";"Group Stage";"Week 4";"2:00 PM IST";"final";"Bo3";"Eshays";"1";1478,22;"Team Bliss";"2";1478,22;"$100 on  Team Bliss returned $101 at 1.01 pre-match odds "
"5293";21695;"Tuesday";15;"6";2022;"LPL Autumn Cup Legends 2021";"Group Stage";"Week 5";"2:00 PM IST";"final";"Bo3";"McTeam";"0";1393;"Nebula";"2";1393;"$100 on  Nebula returned $100 at 1.00 pre-match odds "
"5294";21696;"Monday";14;"6";2022;"LPL Autumn Cup Legends 2021";"Group Stage";"Week 5";"3:30 PM IST";"final";"Bo3";"Shadownet";"0";1457;"Villains Esports";"2";1457;"$100 on  Villains Esports returned $106 at 1.06 pre-match odds "
"5295";21697;"Monday";14;"6";2022;"LPL Autumn Cup Legends 2021";"Group Stage";"Week 5";"2:00 PM IST";"final";"Bo3";"Pigeons Esports";"0";NA;"Team Bliss";"2";NA;NA
"5296";21699;"Monday";21;"6";2022;"LPL Autumn Cup Legends 2021";"Group Stage";"Week 6";"2:00 PM IST";"final";"Bo3";"Nebula";"2";1555;"Shadownet";"0";1555;"$100 on  Nebula returned $123 at 1.23 pre-match odds "
"5299";21700;"Tuesday";22;"6";2022;"LPL Autumn Cup Legends 2021";"Group Stage";"Week 6";"4:30 PM IST";"final";"Bo3";"Team Bliss";"2";1580;"McTeam";"1";1580;"$100 on  Team Bliss returned $133 at 1.33 pre-match odds "
"5300";21701;"Tuesday";22;"6";2022;"LPL Autumn Cup Legends 2021";"Group Stage";"Week 6";"2:00 PM IST";"final";"Bo3";"Villains Esports";"2";1512;"Eshays";"1";1512;"$100 on  Villains Esports returned $104 at 1.04 pre-match odds "
"5301";21703;"Monday";28;"6";2022;"LPL Autumn Cup Legends 2021";"Group Stage";"Week 7";"2:00 PM IST";"final";"Bo3";"Nebula";"0";1550;"Team Bliss";"2";1550;"$100 on  Team Bliss returned $111 at 1.11 pre-match odds "
"5302";21704;"Monday";28;"6";2022;"LPL Autumn Cup Legends 2021";"Group Stage";"Week 7";"4:30 PM IST";"final";"Bo3";"Eshays";"1";1465;"Shadownet";"2";1465;"$100 on  Shadownet returned $101 at 1.01 pre-match odds "
"5303";21706;"Tuesday";29;"6";2022;"LPL Autumn Cup Legends 2021";"Group Stage";"Week 7";"2:15 PM IST";"final";"Bo3";"Villains Esports";"2";1512;"Pigeons Esports";"0";1512;"$100 on  Villains Esports returned $110 at 1.10 pre-match odds "
"5306";21729;"Thursday";10;"6";2022;"Copa Rakin: Season 1";"Main Event";"Upper Bracket Quarterfinals";"3:30 AM IST";"final";"Bo3";"Gamelanders Blue";"2";1741;"Stars Horizon";"0";1741;NA
"5308";21730;"Friday";11;"6";2022;"Copa Rakin: Season 1";"Main Event";"Upper Bracket Quarterfinals";"1:30 AM IST";"final";"Bo3";"SLICK";"1";1598;"Keyd Stars";"2";1598;NA
"5309";21731;"Friday";11;"6";2022;"Copa Rakin: Season 1";"Main Event";"Upper Bracket Quarterfinals";"3:30 AM IST";"final";"Bo3";"FURIA";"2";1772;"TERROR.NET";"1";1772;"$100 on  FURIA returned $123 at 1.23 pre-match odds "
"5310";21732;"Friday";11;"6";2022;"Copa Rakin: Season 1";"Main Event";"Upper Bracket Quarterfinals";"6:55 AM IST";"final";"Bo3";"HIGHPOWER";"2";1492;"Australs";"1";1492;"$100 on  HIGHPOWER returned $344 at 3.44 pre-match odds "
"5312";21742;"Wednesday";5;"5";2022;"Jazba Pro Invitational #7";"Playoffs";"Quarterfinals";"9:30 PM IST";"final";"Bo3";"MAXD Esports";"0";NA;"Team Arrow";"2";NA;NA
"5313";21743;"Sunday";6;"6";2022;"Jazba Pro Invitational #7";"Playoffs";"Quarterfinals";"12:00 AM IST";"final";"Bo3";"Salt Esports";"0";1521;"Team Exploit";"2";1521;NA
"5315";21753;"Monday";7;"6";2022;"TGH x HowToNoodle and Noizeeh Valorant UK, IE & Nordic Open";"Playoffs";"Grand Final";"12:30 AM IST";"final";"Bo3";"Duck Gaming";"0";1533;"Wadidiots";"2";1533;NA
"5316";21754;"Tuesday";8;"6";2022;"Rooter Rise of Legends";"Playoffs";"Semifinals";"6:50 PM IST";"final";"Bo3";"Velocity Gaming";"0";1717;"Samurai Esports";"2";1717;"$100 on  Samurai Esports returned $854 at 8.54 pre-match odds "
"5317";21755;"Monday";7;"6";2022;"Rooter Rise of Legends";"Playoffs";"Semifinals";"6:00 PM IST";"final";"Bo3";"Godlike Esports";"1";1594;"Global Esports";"2";1594;"$100 on  Global Esports returned $141 at 1.41 pre-match odds "
"5318";21756;"Wednesday";9;"6";2022;"Rooter Rise of Legends";"Playoffs";"Bronze Final";"6:05 PM IST";"final";"Bo5";"Velocity Gaming";"3";1695;"Godlike Esports";"2";1695;"$100 on  Velocity Gaming returned $154 at 1.54 pre-match odds "
"5319";21757;"Thursday";10;"6";2022;"Rooter Rise of Legends";"Playoffs";"Grand Finals";"6:00 PM IST";"final";"Bo5";"Samurai Esports";"1";1528;"Global Esports";"3";1528;"$100 on  Global Esports returned $113 at 1.13 pre-match odds "
"5321";21760;"Saturday";12;"6";2022;"Circuito de Elite - Round #1";"Group Stage";"Opening (D)";"10:30 PM IST";"final";"Bo1";"OtherSide";"1";1535;"Tropa Suprema";"0";1535;"$100 on  OtherSide returned $116 at 1.16 pre-match odds "
"5322";21761;"Saturday";12;"6";2022;"Circuito de Elite - Round #1";"Group Stage";"Opening (D)";"11:29 PM IST";"final";"Bo1";"PURPURE";"0";1598;"IVY";"1";1598;NA
"5323";21762;"Sunday";13;"6";2022;"Circuito de Elite - Round #1";"Group Stage";"Winner's (D)";"12:30 AM IST";"final";"Bo1";"OtherSide";"1";1535;"IVY";"0";1535;NA
"5324";21763;"Sunday";13;"6";2022;"Circuito de Elite - Round #1";"Group Stage";"Elimination (D)";"1:30 AM IST";"final";"Bo1";"Tropa Suprema";"0";1488;"PURPURE";"1";1488;NA
"5325";21764;"Sunday";13;"6";2022;"Circuito de Elite - Round #1";"Group Stage";"Decider (D)";"2:30 AM IST";"final";"Bo1";"IVY";"1";1529;"PURPURE";"0";1529;NA
"5327";21798;"Tuesday";8;"6";2022;"Nerd Street Gamers Summer Championship - Open 7";"Group Stage";"Opening (A)";"2:30 AM IST";"final";"Bo1";"Built By Gamers";"1";1644;"Eros";"0";1644;NA
"5329";21800;"Tuesday";8;"6";2022;"Nerd Street Gamers Summer Championship - Open 7";"Group Stage";"Winner's (A)";"3:30 AM IST";"final";"Bo1";"Built By Gamers";"1";1645;"Foxy";"0";1645;NA
"5330";21803;"Tuesday";8;"6";2022;"Nerd Street Gamers Summer Championship - Open 7";"Group Stage";"Opening (B)";"2:30 AM IST";"final";"Bo1";"Soniqs";"1";1757;"Reborn";"0";1757;NA
"5331";21805;"Tuesday";8;"6";2022;"Nerd Street Gamers Summer Championship - Open 7";"Group Stage";"Winner's (B)";"3:30 AM IST";"final";"Bo1";"Soniqs";"1";1758;"VIRTUOSO";"0";1758;NA
"5332";21809;"Tuesday";8;"6";2022;"Nerd Street Gamers Summer Championship - Open 7";"Group Stage";"Opening (C)";"2:30 AM IST";"final";"Bo1";"Cloud9 White";"1";1436;"IlluZion";"0";1436;NA
"5333";21810;"Tuesday";8;"6";2022;"Nerd Street Gamers Summer Championship - Open 7";"Group Stage";"Winner's (C)";"3:30 AM IST";"final";"Bo1";"SoaR";"1";1609;"Cloud9 White";"0";1609;NA
"5334";21812;"Tuesday";8;"6";2022;"Nerd Street Gamers Summer Championship - Open 7";"Group Stage";"Decider (C)";"4:30 AM IST";"final";"Bo1";"Cloud9 White";"1";1442;"FIU";"0";1442;NA
"5336";21820;"Tuesday";8;"6";2022;"Nerd Street Gamers Summer Championship - Open 7";"Group Stage";"Winner's (E)";"3:30 AM IST";"final";"Bo1";"Goofy Goobers";"1";1593;"Cosmic Divide";"0";1593;NA
"5337";21825;"Tuesday";8;"6";2022;"Nerd Street Gamers Summer Championship - Open 7";"Group Stage";"Winner's (F)";"3:30 AM IST";"final";"Bo1";"FPL-C";"1";1557;"Take Flyte";"0";1557;NA
"5339";21830;"Tuesday";8;"6";2022;"Nerd Street Gamers Summer Championship - Open 7";"Group Stage";"Winner's (G)";"3:30 AM IST";"final";"Bo1";"Kooky Koalas";"0";1579;"Insight";"1";1579;NA
"5340";21832;"Tuesday";8;"6";2022;"Nerd Street Gamers Summer Championship - Open 7";"Group Stage";"Decider (G)";"4:40 AM IST";"final";"Bo1";"Kooky Koalas";"1";1572;"afterMath Esports";"0";1572;NA
"5341";21834;"Tuesday";8;"6";2022;"Nerd Street Gamers Summer Championship - Open 7";"Group Stage";"Opening (H)";"2:30 AM IST";"final";"Bo1";"Time In";"1";1468;"Equinox Day";"0";1468;NA
"5342";21835;"Tuesday";8;"6";2022;"Nerd Street Gamers Summer Championship - Open 7";"Group Stage";"Winner's (H)";"3:30 AM IST";"final";"Bo1";"Synthetic (Fortnite Fraggers)";"0";1513;"Time In";"1";1513;NA
"5343";21837;"Tuesday";8;"6";2022;"Nerd Street Gamers Summer Championship - Open 7";"Group Stage";"Decider (H)";"4:35 AM IST";"final";"Bo1";"Synthetic (Fortnite Fraggers)";"1";1513;"BASILISK";"0";1513;NA
"5345";21858;"Tuesday";8;"6";2022;"LVP Rising Series #2";"Group Stage";"Opening (A)";"8:30 PM IST";"final";"Bo1";"Acend";"1";1827;"Leftovers";"0";1827;"$100 on  Acend returned $116 at 1.16 pre-match odds "
"5346";21859;"Tuesday";8;"6";2022;"LVP Rising Series #2";"Group Stage";"Opening (A)";"9:30 PM IST";"final";"Bo1";"Wave Esports";"0";1731;"Finest";"1";1731;"$100 on  Finest returned $223 at 2.23 pre-match odds "
"5347";21860;"Tuesday";8;"6";2022;"LVP Rising Series #2";"Group Stage";"Winner's (A)";"10:45 PM IST";"final";"Bo1";"Acend";"1";1831;"Finest";"0";1831;NA
"5348";21861;"Tuesday";8;"6";2022;"LVP Rising Series #2";"Group Stage";"Elimination (A)";"11:45 PM IST";"final";"Bo1";"Leftovers";"1";1537;"Wave Esports";"0";1537;NA
"5349";21862;"Wednesday";9;"6";2022;"LVP Rising Series #2";"Group Stage";"Decider (A)";"1:15 AM IST";"final";"Bo1";"Finest";"1";1667;"Leftovers";"0";1667;NA
"5350";21863;"Wednesday";9;"6";2022;"LVP Rising Series #2";"Group Stage";"Opening (B)";"8:30 PM IST";"final";"Bo1";"Cream Real Betis";"1";1555;"TOOOLS esports";"0";1555;"$100 on  Cream Real Betis returned $131 at 1.31 pre-match odds "
"5351";21864;"Wednesday";9;"6";2022;"LVP Rising Series #2";"Group Stage";"Opening (B)";"9:30 PM IST";"final";"Bo1";"SAW";"1";1698;"Movistar Riders";"0";1698;"$100 on  SAW returned $126 at 1.26 pre-match odds "
"5352";21865;"Wednesday";9;"6";2022;"LVP Rising Series #2";"Group Stage";"Winner's (B)";"10:35 PM IST";"final";"Bo1";"Cream Real Betis";"1";1566;"SAW";"0";1566;NA
"5353";21866;"Wednesday";9;"6";2022;"LVP Rising Series #2";"Group Stage";"Elimination (B)";"11:30 PM IST";"final";"Bo1";"TOOOLS esports";"0";1494;"Movistar Riders";"1";1494;NA
"5354";21867;"Thursday";10;"6";2022;"LVP Rising Series #2";"Group Stage";"Decider (B)";"12:15 AM IST";"final";"Bo1";"SAW";"0";1689;"Movistar Riders";"1";1689;NA
"5355";21868;"Thursday";10;"6";2022;"LVP Rising Series #2";"Group Stage";"Opening (C)";"8:30 PM IST";"final";"Bo1";"Giants Gaming";"1";1667;"GRAZHtAS";"0";1667;"$100 on  Giants Gaming returned $100 at 1.00 pre-match odds "
"5356";21869;"Thursday";10;"6";2022;"LVP Rising Series #2";"Group Stage";"Opening (C)";"9:25 PM IST";"final";"Bo1";"Team Queso";"0";1552;"SUPRMODE Gaming";"1";1552;"$100 on  SUPRMODE Gaming returned $134 at 1.34 pre-match odds "
"5357";21870;"Thursday";10;"6";2022;"LVP Rising Series #2";"Group Stage";"Winner's (C)";"10:30 PM IST";"final";"Bo1";"Giants Gaming";"1";1675;"SUPRMODE Gaming";"0";1675;NA
"5358";21871;"Thursday";10;"6";2022;"LVP Rising Series #2";"Group Stage";"Elimination (C)";"11:30 PM IST";"final";"Bo1";"GRAZHtAS";"1";1532;"Team Queso";"0";1532;NA
"5359";21872;"Friday";11;"6";2022;"LVP Rising Series #2";"Group Stage";"Decider (C)";"12:30 AM IST";"final";"Bo1";"SUPRMODE Gaming";"1";1569;"GRAZHtAS";"0";1569;NA
"5360";21873;"Friday";11;"6";2022;"LVP Rising Series #2";"Group Stage";"Opening (D)";"8:30 PM IST";"final";"Bo1";"19esports";"1";1624;"King's Gambit";"0";1624;"$100 on  19esports returned $102 at 1.02 pre-match odds "
"5361";21874;"Friday";11;"6";2022;"LVP Rising Series #2";"Group Stage";"Opening (D)";"9:35 PM IST";"final";"Bo1";"UCAM Tokiers";"1";1531;"DeftFox";"0";1531;"$100 on  UCAM Tokiers returned $248 at 2.48 pre-match odds "
"5362";21875;"Friday";11;"6";2022;"LVP Rising Series #2";"Group Stage";"Winner's (D)";"10:40 PM IST";"final";"Bo1";"19esports";"1";1633;"UCAM Tokiers";"0";1633;NA
"5363";21876;"Friday";11;"6";2022;"LVP Rising Series #2";"Group Stage";"Elimination (D)";"11:45 PM IST";"final";"Bo1";"King's Gambit";"0";1497;"DeftFox";"1";1497;NA
"5364";21877;"Saturday";12;"6";2022;"LVP Rising Series #2";"Group Stage";"Decider (D)";"12:30 AM IST";"final";"Bo1";"UCAM Tokiers";"0";1532;"DeftFox";"1";1532;NA
"5365";21878;"Monday";7;"6";2022;"VALORANT UK & I Skirmish";"Group Stage";"Group A";"11:30 PM IST";"final";"Bo1";"M4LIK";"0";1556;"Funee Monkee";"1";1556;"$100 on  Funee Monkee returned $303 at 3.03 pre-match odds "
